ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,certificate_study_period,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participitation,idea_contest,onedayclass_topic,withdrawal
TRAIN_0433,8,60007b4df6bb867ae711595a163eabf878807376aedc2a674621f19c6aef3c28,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,팀,2.0,데이터 분석가,정보처리기사,ADsP,접수일 전 4주 ( 1/1~1/27 ),AI,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원일때 집중할 수 있어서,KB국민은행,금융,,,자료구조 및 알고리즘 기초,1
TRAIN_0434,8,94a678c60366ea86d72824cc06ac5f2412a365124cb044200c5cc96087d93efb,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,IT(컴퓨터 공학 포함),False,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,인적 네트워크,네. 온라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 인문학",취업,대학교 이수학기 4학기 이하,팀,2.0,MD,없음,"SQLD, 구글 애널리스트",접수일 전 4주 ( 1/1~1/27 ),"마케팅, 광고, MD",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,참여인원이 많은게 좋은 것 같아서,CJ,비즈니스,,,없습니다,1
TRAIN_0435,8,48c21babe9214203a621dbd2cace7c2f3e20506a8418e5c3104b78ed5feac467,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),자연과학,False,대학생,2,4.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,"공학 (컴퓨터 공학 제외), 자연과학",취업,대학교 이수학기 4학기 이하,팀,2.0,데이터 분석가,기타,"ADsP, SQLD, 빅데이터 분석 기사",접수일 전 4주 ( 1/1~1/27 ),바이오,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,리스너의 인원 상관없이 다양한 현직자의 조언을 듣고 싶기 때문입니다.,의료기기 제작기업/엔터에도 관심있습니다.,의료/헬스케어,,,소수라도 r언어를 수강하고 싶습니다.,1
TRAIN_0436,8,409fe71440faff8b25a615a8a4562de32bc4186dea9ddf873b9980a9402501d7,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),경제통상학,False,대학생,7,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,개인,2.0,데이터 사이언티스트,"빅데이터 분석 기사, 정보처리기사","ADsP, SQLD",접수일 전 4주 ( 1/1~1/27 ),"마케팅, 광고, MD",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,사람들이 질문하는 것을 보고 싶어서,엔터,AI,ac6c98a598208b6a51c3de9681e8b28272918f9695412dcad42b1212c580f9b1,,자연어,1
TRAIN_0437,8,bb3efd26fa1ad74abe9a8b4c35ab12cbaac816071904bf6d37c6edb130edf4bc,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,6,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 경제통상학",취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 사이언티스트,ADsP,"SQLD, 빅데이터 분석 기사",시험일 전 4주 (2/1 ~ 2/27),AI,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,"인원이 너무 적으면 부담스럽고, 너무 많으면 집중하기 어려워서",아직 잘 모르겠습니다.,비즈니스,f103651a6ffc78ae555cc54d1c7be40e6c1809a70577485df00a2cc4995421f0,,딱히 생각나는게 없습니다.,1
TRAIN_0438,8,c595f7cc8171e151a3415be5b075fc0ae06289b2c42892326cdbc7eba7636aff,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,자연과학,대학원 진학,대학교 이수학기 4학기 이하,팀,5.0,데이터 사이언티스트,없음,"ADsP, SQLD, 빅데이터 분석 기사",시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중할 수 있고 강사님이 수강생들에게 더 신경을 써주실 거 같아서,"네이버, 구글, 삼성전자",AI,,,"회귀분석, 수리통계학과 같은 데이터/통계 개념 강의",1
TRAIN_0439,8,620cadfe9779f492d5034f71f58544fbdecbbf601f646fd436390597c2120039,단일 전공,경제통상학,,False,대학생,1,,,,아니요,,내국인,지인 추천,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",인적 네트워크,네. 오프라인으로 참여하고 싶어요,,,,,,경제통상학,취업,대학교 이수학기 5학기 이상,팀,1.0,PM/서비스 기획자,기타,"ADsP, SQLD",접수일 전 4주 ( 1/1~1/27 ),"금융, 보험",시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,인원이 많아야 다양한 사람들에게 다양한 이야기를 들을 수 있을 것 같아서,미래에셋증권,금융,,,ADSP 자격증 준비반,0
TRAIN_0440,8,1b6aaeb362cec1eeebf2cad47d13edb0193e38bb9f9c4a064b358f2449e9e9a4,단일 전공,의약학,,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,자연과학,취업,대학교 이수학기 5학기 이상,팀,3.5,데이터 분석가,없음,"ADsP, SQLD, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 너무 많으면 집중도가 떨어지고 있기 때문에 3~50명의 리스너를 선택했습니다.,"의료, 스포츠, 금융 관련 기업에 관심이 있습니다.",의료/헬스케어,,,현재 커리큘럼도 좋은 것 같습니다.,1
TRAIN_0441,8,e6ec3da53883e85caa228b7304a8e253523a26a14c74b2c638678e100ad6ea23,단일 전공,경제통상학,,False,대학생,7,,,,예,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,파문응,해당없음,해당없음,경제통상학,취업,대학교 이수학기 5학기 이상,개인,2.0,펀드매니저,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"증권사, 자산운용사, 은행, 금융공기업","온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,질문을 더 자세히 할 수 있어서,하나증권,금융,,,ARIMA,1
TRAIN_0442,8,76a0e39e6271c1f139a30830e33fc1e1daf19abf9d12ee4590ccac372fc6e760,단일 전공,경영학,,False,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 5학기 이상,팀,2.0,PM/서비스 기획자,없음,ADsP,접수일 전 4주 ( 1/1~1/27 ),"법무, 사무, 총무",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),오프라인,10명 내외의 강의 리스너와 1명의 현직자,적은 인원과 네트워킹하고 싶어서,삼성전자,금융,,,없음,1
TRAIN_0443,8,d7e7c88a52a9eb2c008f4ce0c56daadd96c0546e1566e4b6ec6b45386eb92704,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,자연과학,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,사회과학,대학원 진학,대학교 이수학기 5학기 이상,팀,3.0,데이터 분석가,준비중: ADsP,"ADsP, SQLD, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),온라인,100명 이상의 리스너와 10명 이상의 현직자,더 많은 내용을 듣고 싶어서,카카오 네이버 구글 아마존,AI,,,공모전에 아직 참가해보지 못한 사람들을 위한 공모전 커리,0
TRAIN_0444,8,620cadfe9779f492d5034f71f58544fbdecbbf601f646fd436390597c2120039,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 사회과학",취업,대학교 이수학기 5학기 이상,개인,1.0,데이터 분석가,ADsP,"SQLD, 빅데이터 분석 기사, 태블로 관련 자격증, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 경험을 들을 수 있어서,네이버,AI,,,자료구조,0
TRAIN_0445,8,f29d1e8048711290e3527576e7ea6302d022cc9f1a2c3fbfb210919aa4a8168a,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,IT (컴퓨터 공학 포함),아직 고민 중..,대학교 이수학기 4학기 이하,팀,1.0,소프트웨어 개발자,없음,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),해외 기업 (빅테크),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,인원이 너무 많으면 집중이 어려울 것 같고 또 너무 적어도 부담스러울 것 같아서,구글,AI,,,인공지능 관련 강의,1
TRAIN_0446,8,620cadfe9779f492d5034f71f58544fbdecbbf601f646fd436390597c2120039,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,7,8.0,,,예,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,파문응,데분기,"IT (컴퓨터 공학 포함), 사회과학",취업,대학교 이수학기 5학기 이상,팀,5.0,데이터 분석가,ADsP,"SQLD, 태블로 관련 자격증",시험일 전 4주 (2/1 ~ 2/27),-,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자의 강의를 듣고싶어서,-,-,751a1d0365f5fd2ace15844472aafd3da7f3b3ce5a0a99b3c973d59496c87eae,,-,1
TRAIN_0447,8,c7c76d1a4c9d719d17c899a3ca9de153452a22163fe083fb53d5633126c2503d,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,False,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 4학기 이하,팀,2.0,HR 애널리틱스,기타,"ADsP, SQLD, 태블로 관련 자격증",시험일 전 4주 (2/1 ~ 2/27),"인사, HR",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,아직 모르는 것이 많아 인원이 적은 것은 조금 부담스럽고 100명은 너무 많은 거 같아 50명으로 하였습니다.,Sk,비즈니스,,,X,0
TRAIN_0448,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,IT(컴퓨터 공학 포함),False,대학생,4,,,,예,,내국인,기존 학회원 또는 운영진,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,파문기,"공학 (컴퓨터 공학 제외), 인문학",취업,대학교 이수학기 4학기 이하,팀,2.0,데이터 분석가,없음,"SQLD, 빅데이터 분석 기사, 구글 애널리스트",접수일 전 4주 ( 1/1~1/27 ),"기획, 전략",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중할 수 있어서,아마존,AI,,,다양한 분야의 데이터 분석,1
TRAIN_0449,8,c595f7cc8171e151a3415be5b075fc0ae06289b2c42892326cdbc7eba7636aff,단일 전공,자연과학,,True,대학생,7,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,공모전 경험,네. 오프라인으로 참여하고 싶어요,,,,,,자연과학,취업,대학교 이수학기 5학기 이상,팀,3.0,데이터 분석가,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사","태블로 관련 자격증, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,너무 적으면 부담됨,카카오,AI,,,없음,1
TRAIN_0450,8,e6ec3da53883e85caa228b7304a8e253523a26a14c74b2c638678e100ad6ea23,단일 전공,경영학,,False,대학생,2,,,,아니요,,내국인,지인 추천,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,사회과학,취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 분석가,구글 애널리스트,"ADsP, SQLD, 태블로 관련 자격증",시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,1:1 맞춤형 질의형 프로그램보다 강연을 희망하여서,쿠팡,비즈니스,,,데이터 시각화,0
TRAIN_0451,8,e48a4a96d49a77abaebbe5ea399f1b98d31d7075b11844527ce2c04aba3b31ed,단일 전공,의약학,,False,대학생,1,2.0,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",인적 네트워크,네. 오프라인으로 참여하고 싶어요,,,,,,자연과학,취업,대학교 이수학기 5학기 이상,팀,1.0,데이터 사이언티스트,없음,미정,접수일 전 4주 ( 1/1~1/27 ),"경영, 회계, 세무",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 규모인 것 같아 선택했습니다.,"컨설팅펌, 삼성/SK/LG/셀트리온 등 바이오 관련 기업",비즈니스,,,아직 코딩에 대한 지식이 없어서 잘 모르겠습니다.,0
TRAIN_0452,8,92b8b488a848520204748f142138c3f742578f83341e6801250917640e185da6,단일 전공,경영학,,False,대학생,1,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 4학기 이하,개인,2.0,Scm 직무,ADsP,ADsP,시험일 전 4주 (2/1 ~ 2/27),"물류, 무역",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 현직자와 좀 더 명확한 정보전달이 가능할 것 같아서,Cj 제일제당,식품,,,수상경험 없이 할 수 있는 공모전,1
TRAIN_0453,8,45d41d6942c3e6ac4ee38a01f05838e58368d33d3139c1fdf7447eb452e8c6f4,단일 전공,경영학,기타,True,대학생,4,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,팀,1.0,데이터 분석가,없음,"SQLD, 빅데이터 분석 기사, 구글 애널리스트",접수일 전 4주 ( 1/1~1/27 ),"물류, 무역",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적절히 질문도 같이 하고싶어서,셀트리온,의료/헬스케어,,,없음,1
TRAIN_0454,8,552828aba2b51012d6bc5e5a01423f62de6280ab32160632df268a30dead4ebf,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),False,대학생,8,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)","학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 경영학",취업,대학교 이수학기 5학기 이상,팀,3.0,데이터 분석가,없음,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자들의 강의를 들어보고 싶어서,토스,금융,a196a0d48412c5863723d006e686ac7f908bc419babca8ffd728417d0cf38c30,,NLP,0
TRAIN_0455,8,c7c76d1a4c9d719d17c899a3ca9de153452a22163fe083fb53d5633126c2503d,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,7,8.0,,,예,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,데분기,해당없음,IT (컴퓨터 공학 포함),미정,대학교 이수학기 5학기 이상,팀,5.0,데이터 사이언티스트,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무",시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),스타트업 C-level,"온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,자유로운 질의응답 가능할 것 같아서,네이버,사회문제,799f910905e763fcfbaa96aac99b813a2c6855231fa30886499f521626c6a3dd,,.,1
TRAIN_0456,8,18ed556e19147f72bb6f9407d8c94a755a06ba36a161f5908c41569cb97eab91,"복수 전공 ( 다중전공, 이중전공 포함 )",예체능,IT(컴퓨터 공학 포함),False,대학생,2,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",혼자 공부하기 어려워서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 예체능",취업,대학교 이수학기 5학기 이상,개인,2.0,데이터 사이언티스트,없음,"빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),개발,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 많거나 적으면 부담스러워서,네이버,아직 없음,,,"자바, c언어",1
TRAIN_0457,8,e48a4a96d49a77abaebbe5ea399f1b98d31d7075b11844527ce2c04aba3b31ed,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,경영학,False,대학생,4,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"경영학, 경제통상학",취업,대학교 이수학기 5학기 이상,팀,3.0,인공지능 전문가,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),AI,주니어 (0~3년차),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,100명 이상의 리스너와 10명 이상의 현직자,인원이 많아야 참여하기 용이해서,구글,자연어 처리 및 이미지 분석,,,C언어 기초,1
TRAIN_0458,8,e6ec3da53883e85caa228b7304a8e253523a26a14c74b2c638678e100ad6ea23,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 분석가,없음,빅데이터 분석 기사,접수일 전 4주 ( 1/1~1/27 ),AI,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),스타트업 C-level,"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,ㅣ중간이 무난하기때문,Sh,교통,,,아직 없음,0
TRAIN_0459,8,824ee9c7ca1959cf309fbb26795c28318e2cc1d6152b589eb079560e4ea7be45,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),False,대학생,4,,,,아니요,,내국인,인스타그램,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 경영학",취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 사이언티스트,준비중: ADsP,"ADsP, SQLD, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 크지도 작지도 않은 인원을 원하기 때문,네이버,금융,,,없음,1
TRAIN_0460,8,e6ec3da53883e85caa228b7304a8e253523a26a14c74b2c638678e100ad6ea23,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),False,대학생,6,,,,아니요,,내국인,인스타그램,현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 자연과학",미정,대학교 이수학기 5학기 이상,팀,2.0,데이터 사이언티스트,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증",시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,강의 규모는 크게 상관 없지만 많은 현직자 분들의 강의를 들을 수 있어서,없음,AI,,,,0
TRAIN_0461,8,e48a4a96d49a77abaebbe5ea399f1b98d31d7075b11844527ce2c04aba3b31ed,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,자연과학,False,대학생,2,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,인문학,취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 분석가,없음,빅데이터 분석 기사,시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 어느정도 있어야 다양한 사람들이 강의를 들을 수 있을 것 같습니다.,네이버,자연어 처리 및 이미지 분석,,,통계 프로그램을 배우고 싶었는데 이미 있는 것 같습니다.,0
TRAIN_0462,8,f9b3fde8c9af1daccfab54aa9c3d803bbac0ccf04a708086b9448af47206afe1,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),자연과학,False,대학생,8,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"경영학, 사회과학",취업,대학교 이수학기 5학기 이상,팀,3.0,데이터 사이언티스트,없음,"ADsP, SQLD, 빅데이터 분석 기사",접수일 전 4주 ( 1/1~1/27 ),"금융, 보험",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적당히 있어야지 현직자 분과 원활한 커뮤니케이션이 가능할 거 같아서,한국투자,금융,59ee474e867da49e026aee8010fa60d644f95670880766e602da55e6a27b8270,,딥러닝 꼭 추가해주세요!!,1
TRAIN_0463,8,f9b3fde8c9af1daccfab54aa9c3d803bbac0ccf04a708086b9448af47206afe1,단일 전공,경영학,기타,False,대학생,2,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 5학기 이상,팀,2.0,scm 담당자,없음,SQLD,시험일 전 4주 (2/1 ~ 2/27),"물류, 무역",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,100명 이상의 리스너와 10명 이상의 현직자,최대한 많은 사람의 이야기를 듣고 싶어서,cj,비즈니스,,,c언어,0
